SerialNumber,EventType,EventValue1,EventValue2,EventValue3,EventTime,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
SerialNr9,0,8,0,0,2018-03-07T12:17:09.321Z,2018-03-07T12:17:09.321Z,02018-03-07T12:17:09.321Z
SerialNr0,0,8,0,0,2018-03-07T12:17:10.325Z,2018-03-07T12:17:10.325Z,02018-03-07T12:17:10.325Z
SerialNr1,0,8,0,0,2018-03-07T12:17:10.335Z,2018-03-07T12:17:10.335Z,02018-03-07T12:17:10.335Z
SerialNr2,0,8,0,0,2018-03-07T12:17:10.344Z,2018-03-07T12:17:10.344Z,02018-03-07T12:17:10.344Z
SerialNr3,0,8,0,0,2018-03-07T12:17:10.352Z,2018-03-07T12:17:10.352Z,02018-03-07T12:17:10.352Z
SerialNr4,0,8,0,0,2018-03-07T12:17:10.363Z,2018-03-07T12:17:10.363Z,02018-03-07T12:17:10.363Z
SerialNr5,0,8,0,0,2018-03-07T12:17:10.371Z,2018-03-07T12:17:10.371Z,02018-03-07T12:17:10.371Z
SerialNr6,0,6,0,0,2018-03-07T12:17:10.383Z,2018-03-07T12:17:10.383Z,02018-03-07T12:17:10.383Z
SerialNr7,0,8,0,0,2018-03-07T12:17:10.392Z,2018-03-07T12:17:10.392Z,02018-03-07T12:17:10.392Z
SerialNr8,0,8,0,0,2018-03-07T12:17:10.402Z,2018-03-07T12:17:10.402Z,02018-03-07T12:17:10.402Z
SerialNr9,0,8,0,0,2018-03-07T12:17:10.411Z,2018-03-07T12:17:10.411Z,02018-03-07T12:17:10.411Z
SerialNr0,0,8,0,0,2018-03-07T12:17:11.420Z,2018-03-07T12:17:11.420Z,02018-03-07T12:17:11.420Z
SerialNr3,1,2,49,0,2018-03-07T12:17:11.441Z,2018-03-07T12:17:11.441Z,02018-03-07T12:17:11.441Z
SerialNr4,1,2,49,0,2018-03-07T12:17:11.454Z,2018-03-07T12:17:11.454Z,02018-03-07T12:17:11.454Z
SerialNr6,1,1,49,0,2018-03-07T12:17:11.469Z,2018-03-07T12:17:11.469Z,02018-03-07T12:17:11.469Z
SerialNr0,1,4,49,0,2018-03-07T12:17:11.481Z,2018-03-07T12:17:11.481Z,02018-03-07T12:17:11.481Z
SerialNr1,0,8,0,0,2018-03-07T12:17:11.495Z,2018-03-07T12:17:11.495Z,02018-03-07T12:17:11.495Z
SerialNr2,0,8,0,0,2018-03-07T12:17:11.506Z,2018-03-07T12:17:11.506Z,02018-03-07T12:17:11.506Z
SerialNr3,0,8,0,0,2018-03-07T12:17:11.515Z,2018-03-07T12:17:11.515Z,02018-03-07T12:17:11.515Z
SerialNr4,0,8,0,0,2018-03-07T12:17:11.522Z,2018-03-07T12:17:11.522Z,02018-03-07T12:17:11.522Z
SerialNr5,0,8,0,0,2018-03-07T12:17:11.529Z,2018-03-07T12:17:11.529Z,02018-03-07T12:17:11.529Z
SerialNr6,0,6,0,0,2018-03-07T12:17:11.534Z,2018-03-07T12:17:11.534Z,02018-03-07T12:17:11.534Z
SerialNr7,0,8,0,0,2018-03-07T12:17:11.539Z,2018-03-07T12:17:11.539Z,02018-03-07T12:17:11.539Z
SerialNr8,0,8,0,0,2018-03-07T12:17:11.545Z,2018-03-07T12:17:11.545Z,02018-03-07T12:17:11.545Z
SerialNr9,0,8,0,0,2018-03-07T12:17:11.551Z,2018-03-07T12:17:11.551Z,02018-03-07T12:17:11.551Z
SerialNr0,0,9,0,0,2018-03-07T12:17:12.558Z,2018-03-07T12:17:12.558Z,02018-03-07T12:17:12.558Z
SerialNr1,0,8,0,0,2018-03-07T12:17:12.572Z,2018-03-07T12:17:12.572Z,02018-03-07T12:17:12.572Z
SerialNr2,0,8,0,0,2018-03-07T12:17:12.586Z,2018-03-07T12:17:12.586Z,02018-03-07T12:17:12.586Z
SerialNr3,0,8,0,0,2018-03-07T12:17:12.596Z,2018-03-07T12:17:12.596Z,02018-03-07T12:17:12.596Z
SerialNr4,0,8,0,0,2018-03-07T12:17:12.602Z,2018-03-07T12:17:12.602Z,02018-03-07T12:17:12.602Z
SerialNr5,0,8,0,0,2018-03-07T12:17:12.607Z,2018-03-07T12:17:12.607Z,02018-03-07T12:17:12.607Z
SerialNr6,0,6,0,0,2018-03-07T12:17:12.612Z,2018-03-07T12:17:12.612Z,02018-03-07T12:17:12.612Z
SerialNr7,0,8,0,0,2018-03-07T12:17:12.616Z,2018-03-07T12:17:12.616Z,02018-03-07T12:17:12.616Z
SerialNr8,0,8,0,0,2018-03-07T12:17:12.622Z,2018-03-07T12:17:12.622Z,02018-03-07T12:17:12.622Z
SerialNr9,0,8,0,0,2018-03-07T12:17:12.628Z,2018-03-07T12:17:12.628Z,02018-03-07T12:17:12.628Z
SerialNr0,0,9,0,0,2018-03-07T12:17:13.634Z,2018-03-07T12:17:13.634Z,02018-03-07T12:17:13.634Z
SerialNr1,0,8,0,0,2018-03-07T12:17:13.648Z,2018-03-07T12:17:13.648Z,02018-03-07T12:17:13.648Z
SerialNr2,0,8,0,0,2018-03-07T12:17:13.667Z,2018-03-07T12:17:13.667Z,02018-03-07T12:17:13.667Z
SerialNr3,0,8,0,0,2018-03-07T12:17:13.684Z,2018-03-07T12:17:13.684Z,02018-03-07T12:17:13.684Z
SerialNr4,0,8,0,0,2018-03-07T12:17:13.699Z,2018-03-07T12:17:13.699Z,02018-03-07T12:17:13.699Z
SerialNr5,0,8,0,0,2018-03-07T12:17:13.713Z,2018-03-07T12:17:13.713Z,02018-03-07T12:17:13.713Z
SerialNr6,0,6,0,0,2018-03-07T12:17:13.733Z,2018-03-07T12:17:13.733Z,02018-03-07T12:17:13.733Z
SerialNr7,0,8,0,0,2018-03-07T12:17:13.755Z,2018-03-07T12:17:13.755Z,02018-03-07T12:17:13.755Z
SerialNr8,0,8,0,0,2018-03-07T12:17:13.770Z,2018-03-07T12:17:13.770Z,02018-03-07T12:17:13.770Z
SerialNr9,0,8,0,0,2018-03-07T12:17:13.781Z,2018-03-07T12:17:13.781Z,02018-03-07T12:17:13.781Z
SerialNr0,0,9,0,0,2018-03-07T12:17:14.788Z,2018-03-07T12:17:14.788Z,02018-03-07T12:17:14.788Z
SerialNr3,1,0,49,0,2018-03-07T12:17:14.813Z,2018-03-07T12:17:14.813Z,02018-03-07T12:17:14.813Z
SerialNr0,1,0,49,1,2018-03-07T12:17:14.829Z,2018-03-07T12:17:14.829Z,02018-03-07T12:17:14.829Z
SerialNr8,1,3,49,0,2018-03-07T12:17:14.847Z,2018-03-07T12:17:14.847Z,02018-03-07T12:17:14.847Z
SerialNr2,1,4,49,0,2018-03-07T12:17:14.863Z,2018-03-07T12:17:14.863Z,02018-03-07T12:17:14.863Z
SerialNr1,0,8,0,0,2018-03-07T12:17:14.882Z,2018-03-07T12:17:14.882Z,02018-03-07T12:17:14.882Z
SerialNr2,0,8,0,0,2018-03-07T12:17:14.899Z,2018-03-07T12:17:14.899Z,02018-03-07T12:17:14.899Z
SerialNr3,0,8,0,0,2018-03-07T12:17:14.911Z,2018-03-07T12:17:14.911Z,02018-03-07T12:17:14.911Z
SerialNr4,0,8,0,0,2018-03-07T12:17:14.921Z,2018-03-07T12:17:14.921Z,02018-03-07T12:17:14.921Z
SerialNr5,0,8,0,0,2018-03-07T12:17:14.929Z,2018-03-07T12:17:14.929Z,02018-03-07T12:17:14.929Z
SerialNr6,0,6,0,0,2018-03-07T12:17:14.939Z,2018-03-07T12:17:14.939Z,02018-03-07T12:17:14.939Z
SerialNr7,0,8,0,0,2018-03-07T12:17:14.949Z,2018-03-07T12:17:14.949Z,02018-03-07T12:17:14.949Z
SerialNr8,0,8,0,0,2018-03-07T12:17:14.960Z,2018-03-07T12:17:14.960Z,02018-03-07T12:17:14.960Z
SerialNr9,0,8,0,0,2018-03-07T12:17:14.971Z,2018-03-07T12:17:14.971Z,02018-03-07T12:17:14.971Z
SerialNr0,0,9,0,0,2018-03-07T12:17:15.980Z,2018-03-07T12:17:15.980Z,02018-03-07T12:17:15.980Z
SerialNr1,0,8,0,0,2018-03-07T12:17:16.000Z,2018-03-07T12:17:16.000Z,02018-03-07T12:17:16.000Z
SerialNr2,0,8,0,0,2018-03-07T12:17:16.018Z,2018-03-07T12:17:16.018Z,02018-03-07T12:17:16.018Z
SerialNr3,0,8,0,0,2018-03-07T12:17:16.039Z,2018-03-07T12:17:16.039Z,02018-03-07T12:17:16.039Z
SerialNr4,0,8,0,0,2018-03-07T12:17:16.070Z,2018-03-07T12:17:16.070Z,02018-03-07T12:17:16.070Z
SerialNr5,0,8,0,0,2018-03-07T12:17:16.091Z,2018-03-07T12:17:16.091Z,02018-03-07T12:17:16.091Z
SerialNr6,0,6,0,0,2018-03-07T12:17:16.102Z,2018-03-07T12:17:16.102Z,02018-03-07T12:17:16.102Z
SerialNr7,0,8,0,0,2018-03-07T12:17:16.111Z,2018-03-07T12:17:16.111Z,02018-03-07T12:17:16.111Z
SerialNr8,0,8,0,0,2018-03-07T12:17:16.119Z,2018-03-07T12:17:16.119Z,02018-03-07T12:17:16.119Z
SerialNr9,0,8,0,0,2018-03-07T12:17:16.129Z,2018-03-07T12:17:16.129Z,02018-03-07T12:17:16.129Z
SerialNr0,0,9,0,0,2018-03-07T12:17:17.141Z,2018-03-07T12:17:17.141Z,02018-03-07T12:17:17.141Z
SerialNr1,0,8,0,0,2018-03-07T12:17:17.161Z,2018-03-07T12:17:17.161Z,02018-03-07T12:17:17.161Z
SerialNr2,0,8,0,0,2018-03-07T12:17:17.179Z,2018-03-07T12:17:17.179Z,02018-03-07T12:17:17.179Z
SerialNr3,0,8,0,0,2018-03-07T12:17:17.198Z,2018-03-07T12:17:17.198Z,02018-03-07T12:17:17.198Z
SerialNr4,0,8,0,0,2018-03-07T12:17:17.216Z,2018-03-07T12:17:17.216Z,02018-03-07T12:17:17.216Z
SerialNr5,0,8,0,0,2018-03-07T12:17:17.233Z,2018-03-07T12:17:17.233Z,02018-03-07T12:17:17.233Z
SerialNr6,0,6,0,0,2018-03-07T12:17:17.250Z,2018-03-07T12:17:17.250Z,02018-03-07T12:17:17.250Z
SerialNr7,0,8,0,0,2018-03-07T12:17:17.266Z,2018-03-07T12:17:17.266Z,02018-03-07T12:17:17.266Z
SerialNr8,0,8,0,0,2018-03-07T12:17:17.285Z,2018-03-07T12:17:17.285Z,02018-03-07T12:17:17.285Z
SerialNr9,0,8,0,0,2018-03-07T12:17:17.308Z,2018-03-07T12:17:17.308Z,02018-03-07T12:17:17.308Z
SerialNr0,0,9,0,0,2018-03-07T12:17:18.337Z,2018-03-07T12:17:18.337Z,02018-03-07T12:17:18.337Z
SerialNr7,1,4,49,0,2018-03-07T12:17:18.354Z,2018-03-07T12:17:18.354Z,02018-03-07T12:17:18.354Z
SerialNr0,1,4,48,0,2018-03-07T12:17:18.370Z,2018-03-07T12:17:18.370Z,02018-03-07T12:17:18.370Z
SerialNr6,1,0,49,0,2018-03-07T12:17:18.384Z,2018-03-07T12:17:18.384Z,02018-03-07T12:17:18.384Z
SerialNr2,1,4,48,0,2018-03-07T12:17:18.397Z,2018-03-07T12:17:18.397Z,02018-03-07T12:17:18.397Z
SerialNr8,1,4,49,0,2018-03-07T12:17:18.409Z,2018-03-07T12:17:18.409Z,02018-03-07T12:17:18.409Z
SerialNr3,1,1,49,0,2018-03-07T12:17:18.421Z,2018-03-07T12:17:18.421Z,02018-03-07T12:17:18.421Z
SerialNr5,1,2,49,0,2018-03-07T12:17:18.429Z,2018-03-07T12:17:18.429Z,02018-03-07T12:17:18.429Z
SerialNr9,1,2,49,0,2018-03-07T12:17:18.438Z,2018-03-07T12:17:18.438Z,02018-03-07T12:17:18.438Z
SerialNr4,1,0,49,0,2018-03-07T12:17:18.450Z,2018-03-07T12:17:18.450Z,02018-03-07T12:17:18.450Z
SerialNr1,0,8,0,0,2018-03-07T12:17:18.461Z,2018-03-07T12:17:18.461Z,02018-03-07T12:17:18.461Z
SerialNr2,0,8,0,0,2018-03-07T12:17:18.474Z,2018-03-07T12:17:18.474Z,02018-03-07T12:17:18.474Z
SerialNr3,0,8,0,0,2018-03-07T12:17:18.485Z,2018-03-07T12:17:18.485Z,02018-03-07T12:17:18.485Z
SerialNr4,0,8,0,0,2018-03-07T12:17:18.497Z,2018-03-07T12:17:18.497Z,02018-03-07T12:17:18.497Z
SerialNr5,0,8,0,0,2018-03-07T12:17:18.508Z,2018-03-07T12:17:18.508Z,02018-03-07T12:17:18.508Z
SerialNr6,0,6,0,0,2018-03-07T12:17:18.515Z,2018-03-07T12:17:18.515Z,02018-03-07T12:17:18.515Z
SerialNr7,0,8,0,0,2018-03-07T12:17:18.523Z,2018-03-07T12:17:18.523Z,02018-03-07T12:17:18.523Z
SerialNr8,0,8,0,0,2018-03-07T12:17:18.532Z,2018-03-07T12:17:18.532Z,02018-03-07T12:17:18.532Z
SerialNr9,0,8,0,0,2018-03-07T12:17:18.539Z,2018-03-07T12:17:18.539Z,02018-03-07T12:17:18.539Z
SerialNr0,0,9,0,0,2018-03-07T12:17:19.551Z,2018-03-07T12:17:19.551Z,02018-03-07T12:17:19.551Z
SerialNr1,0,8,0,0,2018-03-07T12:17:19.560Z,2018-03-07T12:17:19.560Z,02018-03-07T12:17:19.560Z
SerialNr2,0,8,0,0,2018-03-07T12:17:19.572Z,2018-03-07T12:17:19.572Z,02018-03-07T12:17:19.572Z
SerialNr3,0,8,0,0,2018-03-07T12:17:19.582Z,2018-03-07T12:17:19.582Z,02018-03-07T12:17:19.582Z
SerialNr4,0,8,0,0,2018-03-07T12:17:19.594Z,2018-03-07T12:17:19.594Z,02018-03-07T12:17:19.594Z
SerialNr5,0,8,0,0,2018-03-07T12:17:19.605Z,2018-03-07T12:17:19.605Z,02018-03-07T12:17:19.605Z
SerialNr6,0,6,0,0,2018-03-07T12:17:19.616Z,2018-03-07T12:17:19.616Z,02018-03-07T12:17:19.616Z
SerialNr7,0,8,0,0,2018-03-07T12:17:19.625Z,2018-03-07T12:17:19.625Z,02018-03-07T12:17:19.625Z
SerialNr8,0,8,0,0,2018-03-07T12:17:19.633Z,2018-03-07T12:17:19.633Z,02018-03-07T12:17:19.633Z
SerialNr9,0,8,0,0,2018-03-07T12:17:19.642Z,2018-03-07T12:17:19.642Z,02018-03-07T12:17:19.642Z
SerialNr0,0,9,0,0,2018-03-07T12:17:20.653Z,2018-03-07T12:17:20.653Z,02018-03-07T12:17:20.653Z
SerialNr1,0,8,0,0,2018-03-07T12:17:20.674Z,2018-03-07T12:17:20.674Z,02018-03-07T12:17:20.674Z
SerialNr2,0,8,0,0,2018-03-07T12:17:20.695Z,2018-03-07T12:17:20.695Z,02018-03-07T12:17:20.695Z
SerialNr3,0,9,0,0,2018-03-07T12:17:20.707Z,2018-03-07T12:17:20.707Z,02018-03-07T12:17:20.707Z
SerialNr4,0,8,0,0,2018-03-07T12:17:20.720Z,2018-03-07T12:17:20.720Z,02018-03-07T12:17:20.720Z
SerialNr5,0,8,0,0,2018-03-07T12:17:20.734Z,2018-03-07T12:17:20.734Z,02018-03-07T12:17:20.734Z
SerialNr6,0,6,0,0,2018-03-07T12:17:20.747Z,2018-03-07T12:17:20.747Z,02018-03-07T12:17:20.747Z
SerialNr7,0,8,0,0,2018-03-07T12:17:20.784Z,2018-03-07T12:17:20.784Z,02018-03-07T12:17:20.784Z
SerialNr8,0,8,0,0,2018-03-07T12:17:20.815Z,2018-03-07T12:17:20.815Z,02018-03-07T12:17:20.815Z
SerialNr9,0,8,0,0,2018-03-07T12:17:20.853Z,2018-03-07T12:17:20.853Z,02018-03-07T12:17:20.853Z
SerialNr0,0,9,0,0,2018-03-07T12:17:21.887Z,2018-03-07T12:17:21.887Z,02018-03-07T12:17:21.887Z
SerialNr2,1,2,49,0,2018-03-07T12:17:21.950Z,2018-03-07T12:17:21.950Z,02018-03-07T12:17:21.950Z
SerialNr1,0,8,0,0,2018-03-07T12:17:21.979Z,2018-03-07T12:17:21.979Z,02018-03-07T12:17:21.979Z
SerialNr2,0,8,0,0,2018-03-07T12:17:22.007Z,2018-03-07T12:17:22.007Z,02018-03-07T12:17:22.007Z
SerialNr3,0,9,0,0,2018-03-07T12:17:22.035Z,2018-03-07T12:17:22.035Z,02018-03-07T12:17:22.035Z
SerialNr4,0,7,0,0,2018-03-07T12:17:22.063Z,2018-03-07T12:17:22.063Z,02018-03-07T12:17:22.063Z
SerialNr5,0,8,0,0,2018-03-07T12:17:22.088Z,2018-03-07T12:17:22.088Z,02018-03-07T12:17:22.088Z
SerialNr6,0,6,0,0,2018-03-07T12:17:22.124Z,2018-03-07T12:17:22.124Z,02018-03-07T12:17:22.124Z
SerialNr7,0,8,0,0,2018-03-07T12:17:22.149Z,2018-03-07T12:17:22.149Z,02018-03-07T12:17:22.149Z
SerialNr8,0,8,0,0,2018-03-07T12:17:22.175Z,2018-03-07T12:17:22.175Z,02018-03-07T12:17:22.175Z
SerialNr9,0,8,0,0,2018-03-07T12:17:22.204Z,2018-03-07T12:17:22.204Z,02018-03-07T12:17:22.204Z
SerialNr0,0,9,0,0,2018-03-07T12:17:23.234Z,2018-03-07T12:17:23.234Z,02018-03-07T12:17:23.234Z
SerialNr1,0,8,0,0,2018-03-07T12:17:23.263Z,2018-03-07T12:17:23.263Z,02018-03-07T12:17:23.263Z
SerialNr2,0,8,0,0,2018-03-07T12:17:23.293Z,2018-03-07T12:17:23.293Z,02018-03-07T12:17:23.293Z
SerialNr3,0,9,0,0,2018-03-07T12:17:23.323Z,2018-03-07T12:17:23.323Z,02018-03-07T12:17:23.323Z
SerialNr4,0,7,0,0,2018-03-07T12:17:23.353Z,2018-03-07T12:17:23.353Z,02018-03-07T12:17:23.353Z
SerialNr5,0,8,0,0,2018-03-07T12:17:23.386Z,2018-03-07T12:17:23.386Z,02018-03-07T12:17:23.386Z
SerialNr6,0,6,0,0,2018-03-07T12:17:23.408Z,2018-03-07T12:17:23.408Z,02018-03-07T12:17:23.408Z
SerialNr7,0,8,0,0,2018-03-07T12:17:23.438Z,2018-03-07T12:17:23.438Z,02018-03-07T12:17:23.438Z
SerialNr8,0,8,0,0,2018-03-07T12:17:23.464Z,2018-03-07T12:17:23.464Z,02018-03-07T12:17:23.464Z
SerialNr9,0,8,0,0,2018-03-07T12:17:23.494Z,2018-03-07T12:17:23.494Z,02018-03-07T12:17:23.494Z
SerialNr0,0,9,0,0,2018-03-07T12:17:24.526Z,2018-03-07T12:17:24.526Z,02018-03-07T12:17:24.526Z
SerialNr1,0,8,0,0,2018-03-07T12:17:24.593Z,2018-03-07T12:17:24.593Z,02018-03-07T12:17:24.593Z
SerialNr2,0,8,0,0,2018-03-07T12:17:24.658Z,2018-03-07T12:17:24.658Z,02018-03-07T12:17:24.658Z
SerialNr3,0,9,0,0,2018-03-07T12:17:24.691Z,2018-03-07T12:17:24.691Z,02018-03-07T12:17:24.691Z
SerialNr4,0,7,0,0,2018-03-07T12:17:24.728Z,2018-03-07T12:17:24.728Z,02018-03-07T12:17:24.728Z
SerialNr5,0,8,0,0,2018-03-07T12:17:24.749Z,2018-03-07T12:17:24.749Z,02018-03-07T12:17:24.749Z
SerialNr6,0,6,0,0,2018-03-07T12:17:24.777Z,2018-03-07T12:17:24.777Z,02018-03-07T12:17:24.777Z
SerialNr7,0,8,0,0,2018-03-07T12:17:24.809Z,2018-03-07T12:17:24.809Z,02018-03-07T12:17:24.809Z
SerialNr8,0,8,0,0,2018-03-07T12:17:24.845Z,2018-03-07T12:17:24.845Z,02018-03-07T12:17:24.845Z
SerialNr9,0,8,0,0,2018-03-07T12:17:24.877Z,2018-03-07T12:17:24.877Z,02018-03-07T12:17:24.877Z
SerialNr0,0,9,0,0,2018-03-07T12:17:25.909Z,2018-03-07T12:17:25.909Z,02018-03-07T12:17:25.909Z
SerialNr3,1,2,48,0,2018-03-07T12:17:25.928Z,2018-03-07T12:17:25.928Z,02018-03-07T12:17:25.928Z
SerialNr0,1,0,48,0,2018-03-07T12:17:25.944Z,2018-03-07T12:17:25.944Z,02018-03-07T12:17:25.944Z
SerialNr1,0,8,0,0,2018-03-07T12:17:25.973Z,2018-03-07T12:17:25.973Z,02018-03-07T12:17:25.973Z
SerialNr2,0,8,0,0,2018-03-07T12:17:26.006Z,2018-03-07T12:17:26.006Z,02018-03-07T12:17:26.006Z
SerialNr3,0,9,0,0,2018-03-07T12:17:26.035Z,2018-03-07T12:17:26.035Z,02018-03-07T12:17:26.035Z
SerialNr4,0,7,0,0,2018-03-07T12:17:26.072Z,2018-03-07T12:17:26.072Z,02018-03-07T12:17:26.072Z
SerialNr5,0,8,0,0,2018-03-07T12:17:26.106Z,2018-03-07T12:17:26.106Z,02018-03-07T12:17:26.106Z
SerialNr6,0,6,0,0,2018-03-07T12:17:26.136Z,2018-03-07T12:17:26.136Z,02018-03-07T12:17:26.136Z
SerialNr7,0,8,0,0,2018-03-07T12:17:26.166Z,2018-03-07T12:17:26.166Z,02018-03-07T12:17:26.166Z
SerialNr8,0,8,0,0,2018-03-07T12:17:26.195Z,2018-03-07T12:17:26.195Z,02018-03-07T12:17:26.195Z
SerialNr9,0,8,0,0,2018-03-07T12:17:26.222Z,2018-03-07T12:17:26.222Z,02018-03-07T12:17:26.222Z
SerialNr0,0,9,0,0,2018-03-07T12:17:27.255Z,2018-03-07T12:17:27.255Z,02018-03-07T12:17:27.255Z
SerialNr1,0,8,0,0,2018-03-07T12:17:27.285Z,2018-03-07T12:17:27.285Z,02018-03-07T12:17:27.285Z
SerialNr2,0,8,0,0,2018-03-07T12:17:27.330Z,2018-03-07T12:17:27.330Z,02018-03-07T12:17:27.330Z
SerialNr3,0,9,0,0,2018-03-07T12:17:27.342Z,2018-03-07T12:17:27.342Z,02018-03-07T12:17:27.342Z
SerialNr4,0,7,0,0,2018-03-07T12:17:27.352Z,2018-03-07T12:17:27.352Z,02018-03-07T12:17:27.352Z
SerialNr5,0,8,0,0,2018-03-07T12:17:27.362Z,2018-03-07T12:17:27.362Z,02018-03-07T12:17:27.362Z
SerialNr6,0,6,0,0,2018-03-07T12:17:27.374Z,2018-03-07T12:17:27.374Z,02018-03-07T12:17:27.374Z
SerialNr7,0,8,0,0,2018-03-07T12:17:27.382Z,2018-03-07T12:17:27.382Z,02018-03-07T12:17:27.382Z
SerialNr8,0,8,0,0,2018-03-07T12:17:27.389Z,2018-03-07T12:17:27.389Z,02018-03-07T12:17:27.389Z
SerialNr9,0,8,0,0,2018-03-07T12:17:27.395Z,2018-03-07T12:17:27.395Z,02018-03-07T12:17:27.395Z
SerialNr0,0,9,0,0,2018-03-07T12:17:28.401Z,2018-03-07T12:17:28.401Z,02018-03-07T12:17:28.401Z
SerialNr1,0,8,0,0,2018-03-07T12:17:28.412Z,2018-03-07T12:17:28.412Z,02018-03-07T12:17:28.412Z
SerialNr2,0,8,0,0,2018-03-07T12:17:28.421Z,2018-03-07T12:17:28.421Z,02018-03-07T12:17:28.421Z
SerialNr3,0,9,0,0,2018-03-07T12:17:28.432Z,2018-03-07T12:17:28.432Z,02018-03-07T12:17:28.432Z
SerialNr4,0,8,0,0,2018-03-07T12:17:28.441Z,2018-03-07T12:17:28.441Z,02018-03-07T12:17:28.441Z
SerialNr5,0,8,0,0,2018-03-07T12:17:28.451Z,2018-03-07T12:17:28.451Z,02018-03-07T12:17:28.451Z
SerialNr6,0,6,0,0,2018-03-07T12:17:28.460Z,2018-03-07T12:17:28.460Z,02018-03-07T12:17:28.460Z
SerialNr7,0,8,0,0,2018-03-07T12:17:28.469Z,2018-03-07T12:17:28.469Z,02018-03-07T12:17:28.469Z
SerialNr8,0,8,0,0,2018-03-07T12:17:28.478Z,2018-03-07T12:17:28.478Z,02018-03-07T12:17:28.478Z
SerialNr9,0,8,0,0,2018-03-07T12:17:28.485Z,2018-03-07T12:17:28.485Z,02018-03-07T12:17:28.485Z
SerialNr0,0,9,0,0,2018-03-07T12:17:29.495Z,2018-03-07T12:17:29.495Z,02018-03-07T12:17:29.495Z
SerialNr1,1,2,49,0,2018-03-07T12:17:29.512Z,2018-03-07T12:17:29.512Z,02018-03-07T12:17:29.512Z
SerialNr0,1,0,47,0,2018-03-07T12:17:29.525Z,2018-03-07T12:17:29.525Z,02018-03-07T12:17:29.525Z
SerialNr8,1,2,49,0,2018-03-07T12:17:29.545Z,2018-03-07T12:17:29.545Z,02018-03-07T12:17:29.545Z
SerialNr1,0,8,0,0,2018-03-07T12:17:29.561Z,2018-03-07T12:17:29.561Z,02018-03-07T12:17:29.561Z
SerialNr2,0,8,0,0,2018-03-07T12:17:29.570Z,2018-03-07T12:17:29.570Z,02018-03-07T12:17:29.570Z
SerialNr3,0,9,0,0,2018-03-07T12:17:29.585Z,2018-03-07T12:17:29.585Z,02018-03-07T12:17:29.585Z
SerialNr4,0,8,0,0,2018-03-07T12:17:29.599Z,2018-03-07T12:17:29.599Z,02018-03-07T12:17:29.599Z
SerialNr5,0,8,0,0,2018-03-07T12:17:29.609Z,2018-03-07T12:17:29.609Z,02018-03-07T12:17:29.609Z
SerialNr6,0,6,0,0,2018-03-07T12:17:29.615Z,2018-03-07T12:17:29.615Z,02018-03-07T12:17:29.615Z
